Lat,Lng,Alt,Spd
-117.6299045,120.3,17.79,258.18
-117.6299419,120.08,17.46,259.63
-117.6299788,119.8,17.18,261.72
-117.6300511,118.9,16.66,264.92
-117.6300867,118.34,16.36,267.75
-117.6301218,117.7,16.11,270.02
-117.6301564,116.64,15.89,273.53
-117.6301903,116.25,15.73,276.58
-117.6302236,115.49,15.5,281.55
-117.6302559,114.71,15.46,286.53
-117.6302872,113.86,15.27,290.08
-117.6303176,113.02,15.19,294.9
-117.6303464,112.32,15.28,301.72
-117.6303735,111.84,15.17,307.06
-117.6303984,111.58,15.08,311.98
-117.6304212,111.55,14.71,316.39
-117.6304418,111.73,14.32,320.97
-117.6304598,112.06,13.82,324.97
-117.630476,112.4,13.37,327.03
-117.630491,112.84,13.28,329.41
-117.6305051,112.93,13.11,330.38
-117.630519,113,12.96,330.71
-117.6305329,112.97,12.85,329.36
-117.6305477,112.87,12.82,326.85
-117.6305636,112.66,12.82,325.45
-117.6305798,112.41,12.83,323.24
-117.6305967,112.08,12.89,321.6
-117.6306145,111.7,12.88,319.69
-117.6306328,111.24,12.94,317.79
-117.6306521,110.67,13.25,315.72
-117.630673,110.11,13.58,311.84
-117.630696,109.58,14,307.38
-117.6307211,109.06,14.5,303.31
-117.6307483,108.52,14.89,299.24
-117.6307773,107.95,15.44,295.68
-117.6308083,107.41,15.87,290.92
-117.6308413,106.94,16.33,286.11
-117.630876,106.49,16.81,282.72
-117.6309121,106.08,17.24,279.98
-117.6309495,105.66,17.61,277.67
-117.6309877,105.17,17.96,277.32
-117.6310264,104.67,18.12,276.63
-117.6310656,104.2,18.28,276.57
-117.631105,103.75,18.39,277.28
-117.6311443,103.29,18.34,278.32
-117.6312222,102.56,18.27,280.75
-117.6312606,102.33,17.96,281.85
-117.631298,102.21,17.6,284.05
-117.6313341,102.49,17.11,287.33
-117.6313689,103,16.43,290.29
-117.6314014,103.3,15.75,292.59
-117.631432,103.94,15.17,294.49
-117.631461,104.61,14.6,296.23
-117.6314885,105.27,14.12,297.88
-117.6315149,106.2,13.64,299.47
-117.6315399,106.49,13.28,301.29
-117.6315638,107,12.91,302.65
-117.6315873,107.42,12.48,304.82
-117.6316092,107.79,12.24,307.27
-117.6316301,108.06,12.09,309.94
-117.6316492,108.21,11.94,312.68
-117.6316675,108.24,11.82,316.23
-117.6316845,108.15,11.88,319.82
-117.6317002,107.94,11.87,324.14
-117.631714,107.59,12,327.79
-117.6317265,107.09,12.27,331.94
-117.6317384,106.39,12.25,333.03
-117.6317501,105.6,12.62,336.22
-117.6317607,104.84,12.87,339.22
-117.6317699,104.14,13.03,342.05
-117.6317777,103.47,13.16,345.04
-117.6317845,102.77,13.21,346.86
-117.6317901,102.06,13.44,350.18
-117.6317938,101.38,13.82,354.98
-117.631795,100.72,14.17,0.26
-117.6317883,99.27,15.06,13.44
-117.6317786,98.43,15.54,20.42
-117.6317646,97.49,16.24,27.23
-117.6317457,96.43,17.07,35.65
-117.6317214,95.27,17.95,43.83
-117.6316923,94.03,18.7,50.29
-117.6316589,92.67,19.6,57.2
-117.6316213,91.22,20.36,62.84
-117.6315798,89.83,21.54,69.35
-117.631534,88.63,22.66,75.67
-117.6314852,87.6,23.35,79.85
-117.6314343,86.7,23.87,82.67
-117.6313831,85.84,24.1,84.05
-117.6313312,84.91,24.1,84.47
-117.6312788,83.88,24.14,85.28
-117.6312263,82.79,24.35,86.08
-117.6311734,81.73,24.6,86.58
-117.6311203,80.7,24.64,87.04
-117.6310667,79.7,24.95,86.9
-117.6310124,78.76,25.24,86.41
-117.6309582,77.76,25.09,85.07
-117.6308499,75.62,25.07,84.25
-117.6307963,74.56,24.93,83.03
-117.6307429,73.61,25.14,79.95
-117.6306898,72.7,24.99,78.07
-117.6306371,71.81,24.95,76.68
-117.6305851,71.15,24.89,74.24
-117.6305343,70.91,24.63,71.6
-117.6304845,71.13,24.21,69.74
-117.6304366,71.72,23.39,67.67
-117.6303905,72.42,22.83,67.37
-117.630346,73.47,22.08,66.09
-117.630303,73.8,21.6,65.92
-117.6302612,74.46,21.03,65.38
-117.6302203,75.12,20.59,65.7
-117.6301797,75.7,20.39,67.07
-117.6301391,76.14,20.09,68.76
-117.6300984,76.4,20.03,70.82
-117.6300566,76.5,20.33,75.13
-117.6300131,76.51,20.81,81.97
-117.6299676,76.4,21.32,88.94
-117.6299209,76.16,21.91,95.19
-117.6298737,75.76,22.26,99.89
-117.6298263,75.22,22.51,105
-117.6297792,74.54,23.07,109.5
-117.6297326,73.73,23.33,113.68
-117.6296869,72.84,23.85,119.1
-117.6296423,71.87,24.2,123.28
-117.6295996,70.85,24.6,128.08
-117.6295584,69.83,25.24,132.39
-117.6295191,68.83,25.74,136.86
-117.6294821,67.89,26.18,140.71
-117.6294472,66.93,26.31,143.42
-117.6294148,65.95,26.46,147.7
-117.6293852,64.97,26.45,150.6
-117.6293591,64,26.49,154.95
-117.6293365,63.04,26.41,159.1
-117.6293182,62.04,26.18,162.98
-117.6293034,61,26.01,167.05
-117.6292927,59.97,26.04,171.29
-117.6292856,58.42,26.05,174.23
-117.6292809,57.4,25.92,176.41
-117.6292787,56.94,25.88,179.06
-117.6292795,56.19,26,182.68
-117.6292833,55.56,25.76,184.83
-117.6292891,55.49,25.68,187.74
-117.6292974,55.41,25.42,189.6
-117.6293072,55.2,25.1,190.73
-117.6293178,55.07,24.75,191.55
-117.6293294,54.69,24.33,193.66
-117.6293421,54.06,24.09,194.53
-117.6293555,53.2,23.63,195.44
-117.6293701,52.11,23.29,197.7
-117.6293866,50.84,23.18,200.8
-117.6294052,49.37,22.73,203.18
-117.6294262,47.81,22.59,207.13
-117.6294496,46.24,22.46,211.11
-117.6294763,44.89,22.71,215.34
-117.6295067,43.73,22.55,218.59
-117.6295385,42.71,22.5,222.03
-117.6295716,41.68,22.1,224.52
-117.6296058,40.66,21.85,227.81
-117.6296417,39.6,21.57,230.68
-117.6296787,38.44,21.3,234.09
-117.629717,37.16,20.99,238.63
-117.6297559,35.8,20.65,240.57
-117.6297956,34.5,20.9,243.05
-117.6298369,32.98,21.04,244.28
-117.6298783,32.57,21.32,244.07
-117.6299198,31.87,21.46,243.53
-117.6299608,31.16,21.18,243.31
-117.6300012,29.79,20.97,242.94
-117.6300411,29.27,20.75,242.83
-117.630081,28.22,20.65,243.62
-117.6301214,26.77,20.71,245.27
-117.6301624,26.31,20.74,246.13
-117.6302036,25.58,20.59,246.3
-117.6302443,25.01,20.53,245.85
-117.6302849,24.52,20.43,245.21
-117.6303248,24.12,20.26,244.44
-117.6303642,23.78,20.09,243.85
-117.630403,23.44,19.79,243.4
-117.630441,23.08,19.59,243.09
-117.6304785,22.72,19.35,242.34
-117.6305155,22.17,19.41,240.9
-117.6305518,21.97,19.41,239.94
-117.6305878,21.56,19.27,237.84
-117.6306231,21.12,19.17,237.35
-117.6306581,20.68,19.04,237.04
-117.6306928,20.02,18.89,237.28
-117.6307275,19.79,18.91,237.67
-117.6307621,19.33,18.83,238.19
-117.6307969,18.89,18.86,237.99
-117.6308317,18.44,18.84,238.08
-117.6308664,17.96,18.69,238.41
-117.6309012,17.53,18.77,239.43
-117.6309363,17.28,18.49,240.41
-117.630971,17.12,18.18,241.2
-117.6310056,16.99,18.07,242.37
-117.6310404,16.94,17.85,244.6
-117.6310753,16.84,17.57,246.2
-117.63111,16.6,17.24,247.54
-117.6311448,16.49,17.21,250.62
-117.6312172,16.54,17.53,259
-117.6312548,16.76,17.69,262.1
-117.631293,17.16,17.77,265.83
-117.6313317,17.82,18.25,267.92
-117.6313715,18.07,18.57,270.64
-117.6314122,18.61,19.08,272.03
-117.6314544,19.14,19.87,272.85
-117.6314978,19.76,20.27,276.2
-117.6315418,20.45,20.75,279.96
-117.6315862,21.32,21.2,283.91
-117.6316307,22.33,21.5,286.85
-117.6316746,23.56,21.52,290.98
-117.6317175,24.91,21.59,295.05
-117.6317596,26.31,21.87,297.94
-117.6318001,27.72,21.97,303.82
-117.6318384,29.03,22.38,309.96
-117.6318734,30.15,22.82,317.18
-117.6319059,31.07,23.29,321.24
-117.6319359,32.03,23.47,325.29
-117.6319634,33.13,23.75,329.51
-117.6319881,34.45,23.7,332.69
-117.6320109,35.95,23.62,334.49
-117.6320323,37.62,23.43,335.82
-117.6320519,39.53,22.97,337.85
-117.6320697,42.79,22.47,339.31
-117.6320859,43.95,22.07,341.4
-117.6321001,46.29,21.66,343.35
-117.6321124,48.7,21.35,346.08
-117.6321224,51.08,21.2,349.06
-117.6321301,53.4,21.14,351.4
-117.6321356,55.64,21.4,354.69
-117.6321386,57.77,21.39,357.62
-117.6321385,59.8,21.66,2.14
-117.6321349,61.7,22.02,6.07
-117.6321281,63.43,22.67,9.93
-117.6321177,65.04,23.17,14.3
-117.6321037,66.46,23.81,17.39
-117.6320861,67.69,24.51,21.44
-117.6320645,68.71,25.35,25.52
-117.6320376,69.54,26.23,31.21
-117.632005,70.19,27.21,37.24
-117.6319669,70.7,28.1,42.39
-117.6319231,71.13,28.93,48.31
-117.6318739,71.5,29.72,52.56
-117.631764,72.37,30.95,60.56
-117.6317042,73.04,31.34,64.09
-117.6316422,73.91,31.64,66.98
-117.6315788,74.9,31.9,68.71
-117.6315143,76.16,31.88,70.66
-117.6314491,77.58,31.64,71.72
-117.6313842,79.09,31.47,73.13
-117.6313189,80.45,31.48,72.96
-117.6312538,81.47,31.48,72.98
-117.6311884,82.3,31.57,73.33
-117.6311236,83,31.62,73.3
-117.6310585,83.62,31.39,73.56
-117.6309936,84.64,31.22,72.6
-117.6309302,85.41,30.88,70.67
-117.6308678,85.82,30.5,69.06
-117.6308069,86.71,30.1,66.88
-117.6307478,87.61,29.83,65
-117.63069,88.55,29.42,62.63
-117.6306344,90.03,29.07,60.48
-117.6305809,90.52,28.62,58.03
-117.6305288,91.54,28.3,56.24
-117.6304785,92.65,27.9,54.53
-117.6304306,93.9,27.23,52.31
-117.6303848,95.96,26.7,51.11
-117.6303397,96.6,26.51,50.73
-117.630295,97.72,26.51,50.35
-117.6302506,98.69,26.45,50.4
-117.6302071,99.59,26.03,49.44
-117.6301651,100.5,25.7,48.2
-117.6301237,101.48,25.51,48.07
-117.6300832,102.47,25.23,47.68
-117.6300429,103.47,25.03,48.37
-117.6300019,104.5,25.01,50.54
-117.6299593,105.47,24.93,53.29
-117.629915,106.41,24.85,57.55
-117.6298691,107.22,24.67,60.72
-117.6298218,107.86,24.62,64.92
-117.6297725,108.37,24.75,69.84
-117.6297212,108.78,24.96,75.41
-117.6296678,109.05,25.32,81.21
-117.6296138,109.13,25.34,86.2
-117.6295588,108.97,25.51,90.49
-117.6295036,108.29,26.01,97.83
-117.6294482,107.98,26.66,107.72
-117.6293451,106.55,27.55,127.5
-117.6293005,105.79,27.78,136.26
-117.6292618,105.02,27.92,143.93
-117.6292292,104.22,27.91,150.88
-117.6292023,103.36,27.89,156.47
-117.6291808,102.31,27.55,161.2
-117.6291634,101.04,27.32,164.68
-117.6291498,99.54,27.15,168.62
-117.6291402,97.87,27.15,171.98
-117.629134,96.05,27.14,175.85
-117.6291314,94.17,27.28,179.41
-117.6291328,91.22,27.37,182.32
-117.6291371,89.21,27.56,185.48
-117.629145,88.17,27.56,188.04
-117.6291556,86.08,27.57,192.1
-117.62917,83.9,27.35,196.1
-117.6291885,81.64,27.24,200.22
-117.6292109,79.31,27.23,204.49
-117.6292376,76.94,27.24,208.61
-117.6292668,74.4,26.72,210.21
-117.6292974,71.89,27.12,214.43
-117.6293315,69.46,27.42,216.13
-117.6293666,66.09,27.79,216.07
-117.6294032,64.08,28.43,218.01
-117.6294406,63.09,28.59,218
-117.6294787,61.06,28.31,217.51
-117.6295158,58.91,27.88,217.79
-117.6295528,56.7,27.84,218.7
-117.6295906,54.48,27.8,219.05
-117.6296293,51.44,28.06,220.43
-117.6296694,49.63,28.09,221.61
-117.6297101,47.98,28.14,222.68
-117.6297518,46.52,28.12,224.31
-117.6297944,45.24,28,225.77
-117.6298379,44.65,27.79,227.13
-117.6298824,43.07,27.53,228.78
-117.6299275,42.13,27.18,230.14
-117.6299731,41.68,26.73,231.81
-117.6300189,40.84,26.26,233.6
-117.6300649,40.02,25.73,235.42
-117.6301109,39.23,25.04,238.28
-117.6301572,38.42,24.4,242.3
-117.6302042,37.58,23.9,245.74
-117.6302513,36.65,23.25,248.76
-117.6302984,35.7,22.79,253.5
-117.6303456,34.71,22.35,257.35
-117.6303924,33.63,21.75,260.83
-117.6304386,32.54,21.27,266.59
-117.630484,31.5,20.81,272.62
-117.6305283,30.61,20.5,280.18
-117.6305706,29.95,20.07,290.38
-117.6306097,29.47,19.49,299.18
-117.6306435,29.14,19.08,310.29
-117.6306714,29.01,19.01,324.42
-117.6306911,29.05,18.77,337.58
-117.6307023,29.32,18.87,350.73
-117.6307055,29.69,18.81,359.61
-117.6307031,30.17,18.95,6.81
-117.6306956,30.29,18.85,13.28
-117.6306841,30.45,18.89,18.28
-117.6306693,30.56,19.08,23.93
-117.6306298,30.43,19.19,32.56
-117.6306059,29.97,19.46,37.61
-117.6305784,29.75,19.71,43.34
-117.6305479,29.23,19.92,47.34
-117.6305143,28.45,20.11,53.53
-117.6304777,27.99,20.37,58.78
-117.6304391,27.77,20.49,62.09
-117.6303992,27.4,20.7,65.19
-117.6303584,27.04,20.7,66.46
-117.6303171,26.69,20.73,67.75
-117.6302755,26.38,20.78,68.83
-117.6302335,26.07,20.7,69.77
-117.6301911,25.84,20.93,71.75
-117.6301477,25.67,20.93,74.34
-117.6301038,25.52,20.9,76.64
-117.6300593,25.36,21.12,79.74
-117.6300139,25.13,21.25,82.97
-117.6299681,25.06,21.25,86.84
-117.6299218,24.97,21.73,91.24
-117.629875,24.9,21.6,95.34
-117.6298287,24.84,21.68,99.9
-117.6297833,24.76,21.74,106.17
-117.6297382,24.64,22.03,112.21
-117.6296954,24.44,21.96,119.32
-117.6296562,24.21,22.01,127.7
-117.6296211,24.04,21.83,137.21
-117.6295914,23.84,21.59,144.11
-117.6295669,23.77,21.04,151.42
-117.6295482,23.64,20.53,158.76
-117.6295354,23.48,20.03,166.08
-117.629528,23.32,19.36,173.72
-117.6295255,22.98,18.69,179.46
-117.6295273,22.83,17.9,185.64
-117.6295334,22.43,17.19,192.98
-117.6295437,21.87,16.58,199.56
-117.6295571,21.22,15.44,207.62
-117.6295743,20.51,15.1,214.33
-117.6295949,19.81,14.91,221.42
-117.6296173,19.08,14.53,225.84
-117.6296405,18.27,14.36,228.84
-117.6296648,17.32,14.48,230.83
-117.6296896,16.29,14.64,231.4
-117.6297149,15.23,15.02,230.99
-117.6297407,14.22,15.53,230.63
-117.6297675,13.37,15.87,232.23
-117.6297954,12.75,16.03,235.17
-117.6298244,12.28,16.02,236.92
-117.629854,11.85,15.9,238.81
-117.6298836,11.33,15.82,241.17
-117.6299139,10.67,15.63,242.62
-117.6299443,9.93,15.48,244.71
-117.6299751,9.19,15.62,246.04
-117.6300062,8.4,15.86,247.19
-117.630038,8.24,15.67,247.91
-117.6300693,8.07,15.48,248.36
-117.6301001,7.96,15.33,248.12
-117.6301308,7.78,15.39,247.39
-117.630161,7.4,15.03,245.91
-117.6301905,7.26,14.95,245.02
-117.63022,6.95,14.94,244.79
-117.6302494,6.58,14.99,244.45
-117.6302786,6.14,14.77,243.74
-117.6303077,5.64,14.85,244.55
-117.630337,5.16,14.9,244.21
-117.6303663,4.79,14.91,244.19
-117.6303952,4.61,14.64,243.93
-117.6304235,4.34,14.53,243.89
-117.6304787,3.92,13.87,244.66
-117.6305057,3.57,13.69,244.8
-117.6305324,3.12,13.54,244.1
-117.6305588,3.02,13.5,244.86
-117.6305852,2.92,13.31,245.4
-117.6306113,2.86,13.03,244.54
-117.6306365,2.68,12.73,243.95
-117.630661,2.58,12.42,243.45
-117.6306851,2.26,12.42,243.26
-117.6307093,1.93,12.45,243.29
-117.6307335,1.65,12.39,244.01
-117.6307575,1.52,12.14,246.7
-117.6307811,1.51,11.73,247.27
-117.6308041,1.5,11.46,248.08
-117.6308269,1.53,11.25,248.67
-117.6308493,1.59,10.87,250.94
-117.6308713,1.66,10.4,251.75
-117.6308925,1.75,10.28,252.35
-117.6309132,1.77,9.96,251.24
-117.6309334,1.76,9.82,249.38
-117.6309532,1.66,9.71,248.73
-117.6309727,1.62,9.67,247.14
-117.6309915,1.53,9.3,245.21
-117.6310098,1.44,9.49,244.6
-117.6310282,1.4,9.28,244.03
-117.6310457,1.28,9.01,242.59
-117.6310624,1.18,8.84,241.83
-117.631079,1.15,8.63,243.07
-117.6310956,1.19,8.54,242.98
-117.6311117,1.21,8.09,243.18
-117.6311271,1.1,7.97,244.61
-117.6311424,0.83,7.83,246.98
-117.6311578,0.49,7.69,248.35
-117.6311723,0.48,6.39,253.99
-117.6311859,0.4,6.48,256.15
-117.6311991,0.31,5.99,257.42
-117.6312111,0.29,5.44,259.3
-117.6312225,0.26,5.32,261.92
-117.6312335,0.24,5.02,264
-117.631244,0.22,4.77,267.84
-117.6312542,0.21,4.65,272.12
-117.6312638,0.21,4.27,276.7
-117.6312726,0.2,4.06,279.42
-117.6312809,0.21,3.88,285.28
-117.6312943,0.21,3.23,298.95
-117.6312997,0.21,3.04,305.63
-117.6313046,0.22,2.61,304.32
-117.6313095,0.24,2.3,296.66
-117.6313142,0.25,2.03,289.41
-117.6313185,0.31,1.91,281.5
-117.6313226,0.33,1.79,276.2
-117.6313262,0.36,1.54,269.76
-117.6313294,0.41,1.39,263.52
-117.6313321,0.42,1.26,255.28
-117.6313344,0.44,1.09,249.22
-117.6313362,0.46,0.9,241.52
-117.6313375,0.47,0.78,229.28
-117.6313384,0.47,0.56,222
-117.6313388,0.47,0.38,211.8
-117.631339,0.46,0.31,205.2
-117.6313392,0.46,0.22,203.2
-117.6313394,0.45,0.18,196.42
-117.6313395,0.44,0.14,196.42
-117.6313397,0.43,0.18,198.35
-117.6313398,0.43,0.19,190.85
-117.6313398,0.44,0.26,187.22
-117.6313398,0.44,0.29,187.41
-117.6313399,0.46,0.32,184.53
-117.6313397,0.46,0.31,175.09
-117.6313394,0.47,0.19,167.9
-117.6313392,0.49,0.28,168.25
-117.631339,0.5,0.19,170.27
-117.6313389,0.52,0.25,166.86
-117.6313387,0.52,0.19,164.61
-117.6313385,0.53,0.26,159.07
-117.6313382,0.54,0.38,154.96
-117.6313379,0.54,0.42,155.55
-117.6313374,0.55,0.55,155.15
-117.6313367,0.57,0.66,146.52
-117.6313357,0.59,0.72,140.56
-117.6313345,0.61,0.83,130.88
-117.631333,0.63,0.89,121.54
-117.6313313,0.64,0.97,115.17
-117.6313293,0.67,1.1,110.55
-117.631327,0.7,1.22,106.03
-117.6313246,0.72,1.17,103.92
-117.6313223,0.75,1.2,106.26
-117.6313197,0.77,1.3,106.69
-117.6313169,0.8,1.52,104.56
-117.6313136,0.81,1.69,101.4
-117.6313099,0.83,1.78,97.13
-117.6313059,0.85,1.84,93.16
-117.6313018,0.87,1.89,88.93
-117.6312977,0.9,1.94,86.35
-117.6312934,0.93,1.95,85.69
-117.6312892,0.96,1.99,85.04
-117.6312849,0.98,1.97,86.26
-117.6312806,1,2.05,89.03
-117.6312761,1.02,2.06,88.06
-117.6312677,1.03,1.95,81.48
-117.6312637,1.04,1.87,77.28
-117.6312599,1.05,1.83,74.32
-117.6312561,1.07,1.9,71.26
-117.6312522,1.08,1.89,70.73
-117.6312482,1.08,1.92,71.88
-117.6312442,1.09,1.86,76.71
-117.6312402,1.09,1.86,81.46
-117.6312362,1.1,1.78,82.34
-117.6312325,1.1,1.66,79.7
-117.6312291,1.1,1.65,76.14
-117.6312257,1.12,1.58,75.63
-117.6312225,1.13,1.39,76.95
-117.6312195,1.14,1.35,78
-117.6312168,1.15,1.25,77.43
-117.6312143,1.15,1.11,77.17
-117.6312121,1.15,1.02,76.55
-117.6312101,1.14,0.93,76.76
-117.6312084,1.14,0.79,77.43
-117.631207,1.13,0.59,78.85
-117.631206,1.13,0.44,80.66
-117.6312053,1.12,0.26,79.78
-117.6312049,1.12,0.17,80.28
-117.6312047,1.12,0.09,80.28
-117.6312046,1.11,0.08,80.28
-117.6312048,1.11,0,80.28
-117.6312047,1.11,0,80.28
-117.6312046,1.11,0.03,80.28
-117.6312046,1.12,0.04,80.28
-117.6312046,1.12,0.04,80.28
-117.6312046,1.12,0.04,80.28
-117.6312046,1.12,0.04,80.28
-117.6312045,1.12,0.03,80.28
-117.6312043,1.12,0.06,80.28
-117.6312042,1.12,0.03,80.28
-117.6312041,1.12,0.03,80.28
-117.6312041,1.11,0.04,80.28
-117.631204,1.11,0.03,80.28
-117.6312039,1.11,0.01,80.28
-117.6312038,1.1,0.04,80.28
-117.6312037,1.1,0,80.28
-117.6312036,1.1,0.03,80.28
-117.6312034,1.09,0.02,80.28
-117.6312034,1.08,0.02,80.28
-117.6312033,1.07,0.04,80.28
-117.6312033,1.06,0.02,80.28
-117.6312032,1.05,0.02,80.28
-117.6312031,1.05,0.04,80.28
-117.6312032,1.04,0.03,80.28
-117.631203,1.04,0.03,80.28
-117.6312029,1.04,0.03,80.28
-117.6312028,1.04,0.04,80.28
-117.6312029,1.03,0.03,80.28
-117.6312028,1.02,0.04,80.28
-117.6312029,1.01,0.12,80.28
-117.6312029,1,0.11,80.28
-117.6312027,1,0.09,80.28
-117.6312027,0.99,0.02,80.28
-117.6312027,0.98,0.01,80.28
-117.6312025,0.97,0.08,80.28
-117.6312025,0.96,0.01,80.28
-117.6312024,0.94,0.01,80.28
-117.6312024,0.93,0.02,80.28
-117.6312023,0.93,0.04,80.28
-117.6312021,0.92,0.04,80.28
-117.631202,0.91,0.04,80.28
-117.6312019,0.9,0.06,80.28
-117.6312018,0.89,0.01,80.28
-117.6312018,0.89,0.01,80.28
-117.6312018,0.89,0.06,80.28
-117.6312017,0.89,0.01,80.28
-117.6312017,0.89,0.04,80.28
-117.6312016,0.9,0.07,80.28
-117.6312014,0.9,0.07,80.28
-117.6312013,0.9,0.03,80.28
-117.6312013,0.9,0.04,80.28
-117.6312013,0.9,0.01,80.28
-117.6312013,0.9,0.04,80.28
-117.6312014,0.9,0.01,80.28
-117.6312014,0.9,0.01,80.28
-117.6312014,0.89,0.02,80.28
-117.6312014,0.89,0.04,80.28
-117.6312015,0.88,0.01,80.28
-117.6312015,0.88,0.01,80.28
-117.6312016,0.87,0.03,80.28
-117.6312016,0.87,0.04,80.28
-117.6312015,0.87,0.06,80.28
-117.6312016,0.87,0.03,80.28
-117.6312017,0.86,0.07,80.28
-117.6312018,0.86,0.01,80.28
-117.6312018,0.85,0.04,80.28
-117.6312018,0.85,0.02,80.28
-117.6312017,0.85,0.09,80.28
-117.6312017,0.85,0.02,80.28
-117.6312018,0.85,0.07,80.28
-117.6312017,0.84,0.09,80.28
-117.6312017,0.84,0.04,80.28
-117.6312017,0.84,0.09,80.28
-117.6312017,0.85,0.12,80.28
-117.6312016,0.85,0.09,80.28
-117.6312016,0.85,0.04,80.28
-117.6312018,0.85,0.06,80.28
-117.631202,0.85,0.04,80.28
-117.631202,0.86,0.01,80.28
-117.6312021,0.88,0.04,80.28
-117.6312021,0.9,0.07,80.28
-117.631202,0.92,0.04,80.28
-117.6312019,0.93,0.04,80.28
-117.6312021,0.94,0.04,80.28
-117.6312026,0.95,0.07,80.28
-117.6312029,0.95,0.11,80.28
-117.6312028,0.96,0.01,80.28
-117.6312026,0.96,0.04,80.28
-117.631203,0.96,0.04,80.28
-117.6312028,0.96,0.03,80.28
-117.6312028,0.96,0.04,80.28
